"Prince of Wales-Hyder Census Area NOT SEASONALLY adjusted",
"Area Name","Area Type","Area Code",Year,month,period,"Preliminary if value is 1","Labor Force",Employment,Unemployment,"Unemployment Rate"
"Prince of Wales-Hyder Census Area",04,000198,2016,Annual,00,0,2760,2437,323,11.7
"Prince of Wales-Hyder Census Area",04,000198,2017,January,01,0,2736,2342,394,14.4
"Prince of Wales-Hyder Census Area",04,000198,2017,February,02,0,2767,2385,382,13.8
"Prince of Wales-Hyder Census Area",04,000198,2017,March,03,0,2763,2414,349,12.6
"Prince of Wales-Hyder Census Area",04,000198,2017,April,04,0,2781,2486,295,10.6
"Prince of Wales-Hyder Census Area",04,000198,2017,May,05,0,2833,2572,261,9.2
"Prince of Wales-Hyder Census Area",04,000198,2017,June,06,0,3108,2821,287,9.2
"Prince of Wales-Hyder Census Area",04,000198,2017,July,07,0,2935,2685,250,8.5
"Prince of Wales-Hyder Census Area",04,000198,2017,August,08,0,2938,2682,256,8.7
"Prince of Wales-Hyder Census Area",04,000198,2017,September,09,0,2895,2646,249,8.6
"Prince of Wales-Hyder Census Area",04,000198,2017,October,10,0,2815,2567,248,8.8
"Prince of Wales-Hyder Census Area",04,000198,2017,November,11,0,2755,2474,281,10.2
"Prince of Wales-Hyder Census Area",04,000198,2017,December,12,0,2783,2486,297,10.7
"Prince of Wales-Hyder Census Area",04,000198,2017,Annual,00,0,2843,2547,296,10.4
"Prince of Wales-Hyder Census Area",04,000198,2018,January,01,0,2801,2446,355,12.7
"Prince of Wales-Hyder Census Area",04,000198,2018,February,02,0,2811,2428,383,13.6
"Prince of Wales-Hyder Census Area",04,000198,2018,March,03,0,2802,2455,347,12.4
"Prince of Wales-Hyder Census Area",04,000198,2018,April,04,0,2840,2535,305,10.7
"Prince of Wales-Hyder Census Area",04,000198,2018,May,05,0,2843,2568,275,9.7
"Prince of Wales-Hyder Census Area",04,000198,2018,June,06,0,3198,2920,278,8.7
"Prince of Wales-Hyder Census Area",04,000198,2018,July,07,0,2958,2707,251,8.5
"Prince of Wales-Hyder Census Area",04,000198,2018,August,08,0,2977,2740,237,8.0
"Prince of Wales-Hyder Census Area",04,000198,2018,September,09,0,2925,2696,229,7.8
"Prince of Wales-Hyder Census Area",04,000198,2018,October,10,0,2836,2587,249,8.8
"Prince of Wales-Hyder Census Area",04,000198,2018,November,11,0,2870,2607,263,9.2
"Prince of Wales-Hyder Census Area",04,000198,2018,December,12,0,2785,2509,276,9.9
"Prince of Wales-Hyder Census Area",04,000198,2018,Annual,00,0,2887,2600,287,9.9
"Prince of Wales-Hyder Census Area",04,000198,2019,January,01,0,2780,2418,362,13.0
"Prince of Wales-Hyder Census Area",04,000198,2019,February,02,0,2856,2461,395,13.8
"Prince of Wales-Hyder Census Area",04,000198,2019,March,03,0,2851,2495,356,12.5
"Prince of Wales-Hyder Census Area",04,000198,2019,April,04,0,2855,2574,281,9.8
"Prince of Wales-Hyder Census Area",04,000198,2019,May,05,0,2875,2639,236,8.2
"Prince of Wales-Hyder Census Area",04,000198,2019,June,06,0,3140,2873,267,8.5
"Prince of Wales-Hyder Census Area",04,000198,2019,July,07,0,2869,2616,253,8.8
"Prince of Wales-Hyder Census Area",04,000198,2019,August,08,0,2882,2660,222,7.7
"Prince of Wales-Hyder Census Area",04,000198,2019,September,09,0,2959,2754,205,6.9
"Prince of Wales-Hyder Census Area",04,000198,2019,October,10,0,2819,2617,202,7.2
"Prince of Wales-Hyder Census Area",04,000198,2019,November,11,0,2882,2657,225,7.8
"Prince of Wales-Hyder Census Area",04,000198,2019,December,12,0,2785,2569,216,7.8
"Prince of Wales-Hyder Census Area",04,000198,2019,Annual,00,0,2879,2611,268,9.3
"Prince of Wales-Hyder Census Area",04,000198,2020,January,01,0,2728,2465,263,9.6
"Prince of Wales-Hyder Census Area",04,000198,2020,February,02,0,2718,2450,268,9.9
"Prince of Wales-Hyder Census Area",04,000198,2020,March,03,0,2804,2482,322,11.5
"Prince of Wales-Hyder Census Area",04,000198,2020,April,04,0,2678,2361,317,11.8
"Prince of Wales-Hyder Census Area",04,000198,2020,May,05,0,2835,2470,365,12.9
"Prince of Wales-Hyder Census Area",04,000198,2020,June,06,0,3027,2647,380,12.6
"Prince of Wales-Hyder Census Area",04,000198,2020,July,07,0,2950,2606,344,11.7
"Prince of Wales-Hyder Census Area",04,000198,2020,August,08,0,2974,2741,233,7.8
"Prince of Wales-Hyder Census Area",04,000198,2020,September,09,0,2872,2633,239,8.3
"Prince of Wales-Hyder Census Area",04,000198,2020,October,10,0,2829,2630,199,7.0
"Prince of Wales-Hyder Census Area",04,000198,2020,November,11,0,2805,2589,216,7.7
"Prince of Wales-Hyder Census Area",04,000198,2020,December,12,0,2792,2592,200,7.2
"Prince of Wales-Hyder Census Area",04,000198,2020,Annual,00,0,2835,2556,279,9.8
"Prince of Wales-Hyder Census Area",04,000198,2021,January,01,0,2715,2476,239,8.8
"Prince of Wales-Hyder Census Area",04,000198,2021,February,02,0,2781,2505,276,9.9
"Prince of Wales-Hyder Census Area",04,000198,2021,March,03,0,2719,2455,264,9.7
"Prince of Wales-Hyder Census Area",04,000198,2021,April,04,0,2737,2482,255,9.3
"Prince of Wales-Hyder Census Area",04,000198,2021,May,05,0,2815,2583,232,8.2
"Prince of Wales-Hyder Census Area",04,000198,2021,June,06,0,2969,2710,259,8.7
"Prince of Wales-Hyder Census Area",04,000198,2021,July,07,0,2749,2518,231,8.4
"Prince of Wales-Hyder Census Area",04,000198,2021,August,08,0,2825,2624,201,7.1
"Prince of Wales-Hyder Census Area",04,000198,2021,September,09,0,2797,2606,191,6.8
"Prince of Wales-Hyder Census Area",04,000198,2021,October,10,0,2721,2537,184,6.8
"Prince of Wales-Hyder Census Area",04,000198,2021,November,11,0,2723,2536,187,6.9
"Prince of Wales-Hyder Census Area",04,000198,2021,December,12,0,2714,2528,186,6.9
"Prince of Wales-Hyder Census Area",04,000198,2021,Annual,00,0,2772,2547,225,8.1
"Prince of Wales-Hyder Census Area",04,000198,2022,January,01,0,2701,2481,220,8.1
"Prince of Wales-Hyder Census Area",04,000198,2022,February,02,0,2704,2494,210,7.8
"Prince of Wales-Hyder Census Area",04,000198,2022,March,03,0,2695,2519,176,6.5
"Prince of Wales-Hyder Census Area",04,000198,2022,April,04,0,2666,2513,153,5.7
"Prince of Wales-Hyder Census Area",04,000198,2022,May,05,0,2788,2643,145,5.2
"Prince of Wales-Hyder Census Area",04,000198,2022,June,06,0,2861,2703,158,5.5
"Prince of Wales-Hyder Census Area",04,000198,2022,July,07,0,2563,2428,135,5.3
"Prince of Wales-Hyder Census Area",04,000198,2022,August,08,0,2631,2510,121,4.6
"Prince of Wales-Hyder Census Area",04,000198,2022,September,09,0,2629,2502,127,4.8
"Prince of Wales-Hyder Census Area",04,000198,2022,October,10,0,2661,2541,120,4.5
"Prince of Wales-Hyder Census Area",04,000198,2022,November,11,0,2624,2484,140,5.3
"Prince of Wales-Hyder Census Area",04,000198,2022,December,12,0,2630,2490,140,5.3
"Prince of Wales-Hyder Census Area",04,000198,2022,Annual,00,0,2680,2526,154,5.7
"Prince of Wales-Hyder Census Area",04,000198,2023,January,01,0,2595,2391,204,7.9
"Prince of Wales-Hyder Census Area",04,000198,2023,February,02,0,2592,2365,227,8.8
"Prince of Wales-Hyder Census Area",04,000198,2023,March,03,0,2601,2386,215,8.3
"Prince of Wales-Hyder Census Area",04,000198,2023,April,04,0,2665,2491,174,6.5
"Prince of Wales-Hyder Census Area",04,000198,2023,May,05,0,2699,2531,168,6.2
"Prince of Wales-Hyder Census Area",04,000198,2023,June,06,0,2783,2597,186,6.7
"Prince of Wales-Hyder Census Area",04,000198,2023,July,07,0,2609,2444,165,6.3
"Prince of Wales-Hyder Census Area",04,000198,2023,August,08,0,2700,2534,166,6.1
"Prince of Wales-Hyder Census Area",04,000198,2023,September,09,0,2733,2582,151,5.5
"Prince of Wales-Hyder Census Area",04,000198,2023,October,10,0,2723,2551,172,6.3
"Prince of Wales-Hyder Census Area",04,000198,2023,November,11,0,2694,2528,166,6.2
"Prince of Wales-Hyder Census Area",04,000198,2023,December,12,0,2639,2475,164,6.2
"Prince of Wales-Hyder Census Area",04,000198,2023,Annual,00,0,2670,2490,180,6.7
"Prince of Wales-Hyder Census Area",04,000198,2024,January,01,0,2584,2369,215,8.3
"Prince of Wales-Hyder Census Area",04,000198,2024,February,02,0,2545,2310,235,9.2
"Prince of Wales-Hyder Census Area",04,000198,2024,March,03,0,2560,2345,215,8.4
"Prince of Wales-Hyder Census Area",04,000198,2024,March,03,1,2553,2336,217,8.5
"Prince of Wales-Hyder Census Area",04,000198,2024,April,04,0,2568,2385,183,7.1
"Prince of Wales-Hyder Census Area",04,000198,2024,May,05,0,2654,2481,173,6.5
"Prince of Wales-Hyder Census Area",04,000198,2024,June,06,0,2722,2516,206,7.6
"Prince of Wales-Hyder Census Area",04,000198,2024,July,07,0,2558,2373,185,7.2
"Prince of Wales-Hyder Census Area",04,000198,2024,August,08,0,2726,2535,191,7.0
"Prince of Wales-Hyder Census Area",04,000198,2024,September,09,0,2754,2584,170,6.2
"Prince of Wales-Hyder Census Area",04,000198,2024,October,10,0,2477,2292,185,7.5
"Prince of Wales-Hyder Census Area",04,000198,2024,November,11,0,2487,2306,181,7.3
"Prince of Wales-Hyder Census Area",04,000198,2024,December,12,1,2454,2282,172,7.0
"Prince of Wales-Hyder Census Area",04,000198,2023,Annual,00,0,2670,2490,180,6.7
