"City and Borough of Wrangell NOT SEASONALLY adjusted",
"Area Name","Area Type","Area Code",Year,month,period,"Preliminary if value is 1","Labor Force",Employment,Unemployment,"Unemployment Rate"
"City and Borough of Wrangell",04,000275,2012,December,12,0,981,889,92,9.4
"City and Borough of Wrangell",04,000275,2012,Annual,00,1,1022,937,85,8.3
"City and Borough of Wrangell",04,000275,2013,January,01,0,967,854,113,11.7
"City and Borough of Wrangell",04,000275,2013,February,02,0,962,854,108,11.2
"City and Borough of Wrangell",04,000275,2013,March,03,0,999,903,96,9.6
"City and Borough of Wrangell",04,000275,2013,April,04,0,1081,1007,74,6.8
"City and Borough of Wrangell",04,000275,2013,May,05,0,1116,1046,70,6.3
"City and Borough of Wrangell",04,000275,2013,June,06,0,1127,1049,78,6.9
"City and Borough of Wrangell",04,000275,2013,July,07,0,1163,1093,70,6.0
"City and Borough of Wrangell",04,000275,2013,August,08,0,1152,1087,65,5.6
"City and Borough of Wrangell",04,000275,2013,September,09,0,1081,1016,65,6.0
"City and Borough of Wrangell",04,000275,2013,October,10,0,989,906,83,8.4
"City and Borough of Wrangell",04,000275,2013,November,11,0,1008,913,95,9.4
"City and Borough of Wrangell",04,000275,2013,December,12,0,1001,897,104,10.4
"City and Borough of Wrangell",04,000275,2013,Annual,00,1,1054,969,85,8.1
"City and Borough of Wrangell",04,000275,2014,January,01,0,969,854,115,11.9
"City and Borough of Wrangell",04,000275,2014,February,02,0,985,863,122,12.4
"City and Borough of Wrangell",04,000275,2014,March,03,0,1039,939,100,9.6
"City and Borough of Wrangell",04,000275,2014,April,04,0,1050,971,79,7.5
"City and Borough of Wrangell",04,000275,2014,May,05,0,1111,1036,75,6.8
"City and Borough of Wrangell",04,000275,2014,June,06,0,1093,1013,80,7.3
"City and Borough of Wrangell",04,000275,2014,July,07,0,1203,1130,73,6.1
"City and Borough of Wrangell",04,000275,2014,August,08,0,1168,1097,71,6.1
"City and Borough of Wrangell",04,000275,2014,September,09,0,1047,977,70,6.7
"City and Borough of Wrangell",04,000275,2014,October,10,0,1005,929,76,7.6
"City and Borough of Wrangell",04,000275,2014,November,11,0,1004,915,89,8.9
"City and Borough of Wrangell",04,000275,2014,December,12,0,1007,912,95,9.4
"City and Borough of Wrangell",04,000275,2014,Annual,00,1,1057,970,87,8.2
"City and Borough of Wrangell",04,000275,2015,January,01,0,963,864,99,10.3
"City and Borough of Wrangell",04,000275,2015,February,02,0,957,861,96,10.0
"City and Borough of Wrangell",04,000275,2015,March,03,0,1006,919,87,8.6
"City and Borough of Wrangell",04,000275,2015,April,04,0,1037,963,74,7.1
"City and Borough of Wrangell",04,000275,2015,May,05,0,1059,984,75,7.1
"City and Borough of Wrangell",04,000275,2015,June,06,0,1060,981,79,7.5
"City and Borough of Wrangell",04,000275,2015,July,07,0,1201,1129,72,6.0
"City and Borough of Wrangell",04,000275,2015,August,08,0,1182,1120,62,5.2
"City and Borough of Wrangell",04,000275,2015,September,09,0,972,914,58,6.0
"City and Borough of Wrangell",04,000275,2015,October,10,0,967,900,67,6.9
"City and Borough of Wrangell",04,000275,2015,November,11,0,958,877,81,8.5
"City and Borough of Wrangell",04,000275,2015,December,12,0,973,883,90,9.2
"City and Borough of Wrangell",04,000275,2015,Annual,00,1,1028,950,78,7.6
"City and Borough of Wrangell",04,000275,2016,January,01,0,1001,902,99,9.9
"City and Borough of Wrangell",04,000275,2016,February,02,0,1010,912,98,9.7
"City and Borough of Wrangell",04,000275,2016,March,03,0,1051,958,93,8.8
"City and Borough of Wrangell",04,000275,2016,April,04,0,1083,1011,72,6.6
"City and Borough of Wrangell",04,000275,2016,May,05,0,1050,988,62,5.9
"City and Borough of Wrangell",04,000275,2016,June,06,0,1064,992,72,6.8
"City and Borough of Wrangell",04,000275,2016,July,07,0,1176,1110,66,5.6
"City and Borough of Wrangell",04,000275,2016,August,08,0,1151,1087,64,5.6
"City and Borough of Wrangell",04,000275,2016,September,09,0,1038,971,67,6.5
"City and Borough of Wrangell",04,000275,2016,October,10,0,1005,939,66,6.6
"City and Borough of Wrangell",04,000275,2016,November,11,0,998,921,77,7.7
"City and Borough of Wrangell",04,000275,2016,December,12,0,1012,933,79,7.8
"City and Borough of Wrangell",04,000275,2016,Annual,00,1,1053,977,76,7.2
"City and Borough of Wrangell",04,000275,2017,January,01,0,982,888,94,9.6
"City and Borough of Wrangell",04,000275,2017,February,02,0,981,891,90,9.2
"City and Borough of Wrangell",04,000275,2017,March,03,0,1041,954,87,8.4
"City and Borough of Wrangell",04,000275,2017,April,04,0,1041,970,71,6.8
"City and Borough of Wrangell",04,000275,2017,May,05,0,1043,978,65,6.2
"City and Borough of Wrangell",04,000275,2017,June,06,0,1067,997,70,6.6
"City and Borough of Wrangell",04,000275,2017,July,07,0,1194,1129,65,5.4
"City and Borough of Wrangell",04,000275,2017,August,08,0,1157,1087,70,6.1
"City and Borough of Wrangell",04,000275,2017,September,09,0,1023,960,63,6.2
"City and Borough of Wrangell",04,000275,2017,October,10,0,1022,958,64,6.3
"City and Borough of Wrangell",04,000275,2017,November,11,0,1023,944,79,7.7
"City and Borough of Wrangell",04,000275,2017,December,12,0,1007,925,82,8.1
"City and Borough of Wrangell",04,000275,2017,Annual,00,1,1048,973,75,7.2
"City and Borough of Wrangell",04,000275,2018,January,01,0,1006,915,91,9.0
"City and Borough of Wrangell",04,000275,2018,February,02,0,1012,923,89,8.8
"City and Borough of Wrangell",04,000275,2018,March,03,0,1021,941,80,7.8
"City and Borough of Wrangell",04,000275,2018,April,04,0,1072,1010,62,5.8
"City and Borough of Wrangell",04,000275,2018,May,05,0,1098,1041,57,5.2
"City and Borough of Wrangell",04,000275,2018,June,06,0,1083,1015,68,6.3
"City and Borough of Wrangell",04,000275,2018,July,07,0,1126,1073,53,4.7
"City and Borough of Wrangell",04,000275,2018,August,08,0,1090,1039,51,4.7
"City and Borough of Wrangell",04,000275,2018,September,09,0,1017,970,47,4.6
"City and Borough of Wrangell",04,000275,2018,October,10,0,999,941,58,5.8
"City and Borough of Wrangell",04,000275,2018,November,11,0,989,921,68,6.9
"City and Borough of Wrangell",04,000275,2018,December,12,0,975,897,78,8.0
"City and Borough of Wrangell",04,000275,2018,Annual,00,1,1041,974,67,6.4
"City and Borough of Wrangell",04,000275,2019,January,01,0,990,892,98,9.9
"City and Borough of Wrangell",04,000275,2019,February,02,0,997,903,94,9.4
"City and Borough of Wrangell",04,000275,2019,March,03,0,978,895,83,8.5
"City and Borough of Wrangell",04,000275,2019,April,04,0,1021,951,70,6.9
"City and Borough of Wrangell",04,000275,2019,May,05,0,1066,1003,63,5.9
"City and Borough of Wrangell",04,000275,2019,June,06,0,1095,1023,72,6.6
"City and Borough of Wrangell",04,000275,2019,July,07,0,1097,1035,62,5.7
"City and Borough of Wrangell",04,000275,2019,August,08,0,1035,978,57,5.5
"City and Borough of Wrangell",04,000275,2019,September,09,0,1041,988,53,5.1
"City and Borough of Wrangell",04,000275,2019,October,10,0,1027,965,62,6.0
"City and Borough of Wrangell",04,000275,2019,November,11,0,1002,931,71,7.1
"City and Borough of Wrangell",04,000275,2019,December,12,0,1001,927,74,7.4
"City and Borough of Wrangell",04,000275,2019,Annual,00,1,1030,958,72,7.0
"City and Borough of Wrangell",04,000275,2020,January,01,0,966,887,79,8.2
"City and Borough of Wrangell",04,000275,2020,February,02,0,974,898,76,7.8
"City and Borough of Wrangell",04,000275,2020,March,03,0,969,883,86,8.9
"City and Borough of Wrangell",04,000275,2020,April,04,0,960,839,121,12.6
"City and Borough of Wrangell",04,000275,2020,May,05,0,996,870,126,12.7
"City and Borough of Wrangell",04,000275,2020,June,06,0,1044,924,120,11.5
"City and Borough of Wrangell",04,000275,2020,July,07,0,1000,893,107,10.7
"City and Borough of Wrangell",04,000275,2020,August,08,0,921,850,71,7.7
"City and Borough of Wrangell",04,000275,2020,September,09,0,917,845,72,7.9
"City and Borough of Wrangell",04,000275,2020,October,10,0,916,856,60,6.6
"City and Borough of Wrangell",04,000275,2020,November,11,0,893,824,69,7.7
"City and Borough of Wrangell",04,000275,2020,December,12,0,904,829,75,8.3
"City and Borough of Wrangell",04,000275,2020,Annual,00,1,956,867,89,9.3
"City and Borough of Wrangell",04,000275,2021,January,01,0,948,866,82,8.6
"City and Borough of Wrangell",04,000275,2021,February,02,0,950,867,83,8.7
"City and Borough of Wrangell",04,000275,2021,March,03,0,946,867,79,8.4
"City and Borough of Wrangell",04,000275,2021,April,04,0,934,856,78,8.4
"City and Borough of Wrangell",04,000275,2021,May,05,0,968,899,69,7.1
"City and Borough of Wrangell",04,000275,2021,June,06,0,939,866,73,7.8
"City and Borough of Wrangell",04,000275,2021,July,07,0,918,854,64,7.0
"City and Borough of Wrangell",04,000275,2021,August,08,0,909,856,53,5.8
"City and Borough of Wrangell",04,000275,2021,September,09,0,945,880,65,6.9
"City and Borough of Wrangell",04,000275,2021,October,10,0,938,874,64,6.8
"City and Borough of Wrangell",04,000275,2021,November,11,0,919,854,65,7.1
"City and Borough of Wrangell",04,000275,2021,December,12,0,929,864,65,7.0
"City and Borough of Wrangell",04,000275,2021,Annual,00,1,937,867,70,7.5
"City and Borough of Wrangell",04,000275,2022,January,01,0,884,812,72,8.1
"City and Borough of Wrangell",04,000275,2022,February,02,0,885,818,67,7.6
"City and Borough of Wrangell",04,000275,2022,March,03,0,875,821,54,6.2
"City and Borough of Wrangell",04,000275,2022,April,04,0,860,814,46,5.3
"City and Borough of Wrangell",04,000275,2022,May,05,0,887,844,43,4.8
"City and Borough of Wrangell",04,000275,2022,June,06,0,889,842,47,5.3
"City and Borough of Wrangell",04,000275,2022,July,07,0,873,835,38,4.4
"City and Borough of Wrangell",04,000275,2022,August,08,0,846,815,31,3.7
"City and Borough of Wrangell",04,000275,2022,September,09,0,870,839,31,3.6
"City and Borough of Wrangell",04,000275,2022,October,10,0,870,834,36,4.1
"City and Borough of Wrangell",04,000275,2022,November,11,0,883,835,48,5.4
"City and Borough of Wrangell",04,000275,2022,December,12,0,878,831,47,5.4
"City and Borough of Wrangell",04,000275,2022,Annual,00,1,875,828,47,5.4
"City and Borough of Wrangell",04,000275,2023,January,01,0,859,810,49,5.7
"City and Borough of Wrangell",04,000275,2023,February,02,0,867,810,57,6.6
"City and Borough of Wrangell",04,000275,2023,March,03,0,871,826,45,5.2
"City and Borough of Wrangell",04,000275,2023,April,04,0,892,850,42,4.7
"City and Borough of Wrangell",04,000275,2023,May,05,0,915,875,40,4.4
"City and Borough of Wrangell",04,000275,2023,June,06,0,952,910,42,4.4
"City and Borough of Wrangell",04,000275,2023,July,07,0,1042,1000,42,4.0
"City and Borough of Wrangell",04,000275,2023,August,08,0,1072,1038,34,3.2
"City and Borough of Wrangell",04,000275,2023,September,09,0,976,938,38,3.9
"City and Borough of Wrangell",04,000275,2023,October,10,0,879,838,41,4.7
"City and Borough of Wrangell",04,000275,2023,November,11,0,906,853,53,5.8
"City and Borough of Wrangell",04,000275,2023,December,12,0,877,826,51,5.8
"City and Borough of Wrangell",04,000275,2023,Annual,00,1,926,881,45,4.9
"City and Borough of Wrangell",04,000275,2024,January,01,0,856,802,54,6.3
"City and Borough of Wrangell",04,000275,2024,February,02,0,850,791,59,6.9
"City and Borough of Wrangell",04,000275,2024,March,03,0,856,811,45,5.3
"City and Borough of Wrangell",04,000275,2024,April,04,0,868,821,47,5.4
"City and Borough of Wrangell",04,000275,2024,May,05,0,888,848,40,4.5
"City and Borough of Wrangell",04,000275,2024,June,06,0,916,862,54,5.9
"City and Borough of Wrangell",04,000275,2024,July,07,0,1011,958,53,5.2
"City and Borough of Wrangell",04,000275,2024,August,08,0,1060,1015,45,4.2
"City and Borough of Wrangell",04,000275,2024,September,09,0,952,908,44,4.6
"City and Borough of Wrangell",04,000275,2024,October,10,0,996,946,50,5.0
"City and Borough of Wrangell",04,000275,2024,November,11,0,982,930,52,5.3
"City and Borough of Wrangell",04,000275,2024,December,12,1,973,930,43,4.4
"City and Borough of Wrangell",04,000275,2023,Annual,00,1,926,881,45,4.9
