X,Y,OBJECTID,CommunityName,Coastal,AsOfDate,Description
-281947.629636162,1904401.94665282,80,Kiana,No,2018/03/12 00:00:00+00,"Kiana is primarily accessible by air, as well as small boat and snowmobile. The state-owned Bob Baker Memorial Airport has a gravel runway. Daily scheduled flights and charter flights are provided by Bering Air, ERA Alaska, and Ryan Air Service. Crowley Marine Services barges fuel and supplies to Kiana each summer, and local store owners have large boats to bring supplies upriver. Local transportation takes place using boats, ATVs, snowmobiles, and some trucks owned locally. A road connects Kiana to Kobuk camp, and a network of old trading trails is still in use."
-447225.791769303,2009807.19340044,81,Kivalina,Yes,2018/03/12 00:00:00+00,"Kivalina is not connected to any road systems, and basic modes of transportation to and from Kivalina are plane, small boat, and snowmobile. The state owns a gravel airstrip. There is daily air service from Kotzebue and twice weekly service from Point Hope. A new road was constructed in Kivalina in 2009, which doubles as a rock revetment. A road to the town's landfill as well as a dirt road which lead to the airport are no longer in use due to erosion. Two main hunting trails follow the Kivalina and Wulik Rivers and another follows the coast north to south. Northland Services barges fuel, automobiles, groceries, household goods, and general supplies to Kivalina in July and August. Cargo is shipped in daily via plane from either Anchorage or Seattle."
-126722.685988196,1886093.87198362,82,Kobuk,No,2018/03/12 00:00:00+00,"Kobuk's major means of transportation are barge, plane, small boat, and snow machine. A state-owned lighted gravel airstrip serves scheduled air carriers. Float planes land on the Kobuk River. Crowley Marine Services barges fuel and supplies during the spring and fall, when high water stages occur. There is a barge off-loading area. Boats, ATVs, and snow machines are used for local travel. There are many trails along the river for year-round inter-village travel and subsistence activities, including a 7-mile road to Shungnak."
-480768.456775202,1486120.89410419,83,Kotlik,Yes,2018/03/12 00:00:00+00,"The community is located on the banks of the Little Kotlik River. There is no road access to Kotlik, although the village is easily accessible by barge. Residents use the river for commercial and private travel. Boardwalks are used in the community for pedestrian and small vehicles. Local residents travel in privately owned boats during the summer and use snowmobiles, and small all-terrain vehicles for travel during the winter. Bulk fuel and heavy cargo are brought in seasonally by barge. Air transportation of passengers, cargo, and mail is provided via the state-owned gravel airstrip. A flooding event in 2013 damaged many of the town's boardwalks."
-377013.715648148,1906544.48611949,84,Kotzebue,Yes,2018/03/12 00:00:00+00,"Air is the primary means of transportation year-round. The state-owned Ralph Wien Memorial Airport supports daily jet service to Anchorage and several air taxis to the region's villages. It has a crosswind gravel runway. A seaplane base is also operated by the state. The shipping season lasts 100 days, from early July to early October, when the sound is ice-free. Due to river sediments deposited by the Noatak River four miles above Kotzebue, its harbor is shallow. Deep draft vessels must anchor 15 miles out, and cargo is lightered to shore and warehoused. Crowley Marine Services operates shallow draft barges to deliver cargo to area communities. There are 26 miles of local gravel road used by cars, trucks, and motorcycles during the summer. Snow machines are preferred in winter for local transportation."
-338182.669797935,1681583.81082618,85,Koyuk,Yes,2018/03/12 00:00:00+00,"There are no roads connecting Koyuk with other villages, regular access is primarily limited to air and sea. Supplies arrive from Nome and are lightered to shore. The lack of an extensive road system increases the importance of the winter trail system. The most well-known trail is the 1,151 mile Iditarod trail from Anchorage to Nome. This trail connects the villages of Unalakleet, Shaktoolik, Koyuk, White Mountain, Koyuk, and Elim. There is also a trail connecting Koyuk to Buckland, and a coastal route between Stebbins and St. Michael, Unalakleet, Shaktoolik, Koyuk, Elim, Golovin, White Mountain and Solomon. Construction has also begun on an 18-mile road segment connecting Koyuk to Six Mile Point. There is no dock in the village, but the city has received funding from NSEDC for a fisherman's floating dock. There is a state-owned airport with a gravel runway; improvements are needed to bring the runway up to the standard minimum length of 4,000 feet. Daily flights are accommodated between Nome and Unalakleet."
-175319.742638924,1662762.26264484,86,Koyukuk,No,2018/03/12 00:00:00+00,"The state-owned lighted, gravel runway provides year-round transportation. The river is heavily traveled when ice-free, from mid-May through mid-October. Cargo is delivered by barge about four times each summer. Numerous local trails and winter trails to Chance and Nulato are used by residents. Snow machines, ATVs, and riverboats are used for local transportation."
1259916.77991229,957698.93270322,87,Kupreanof,Yes,2018/03/12 00:00:00+00,"Kupreanof is a designated roadless community according to its city charter. The community is a destination for seasonal tourist activities using a local trail system in conjunction with the US Forest Service trail system. These include several miles of trails which start at sea level and go beyond 2000 ft. on one end, a convenient low elevation loop trail about 1.5 miles in length, and the 10 mile long Petersburg Creek trail which ends at the Petersburg Lake cabin. These trails provide access to the city and its rainforest environment. Small boats are the primary means of transportation to and from Kupreanof. Boat travel to Petersburg provides connection to that city's transportation services, including jet flights and the state ferry. Float planes can land at the government dock, but it is not a designated seaplane dock. There are no harbor facilities. "
-402442.765696949,1225580.36430067,88,Kwethluk,No,2018/03/12 00:00:00+00,"Kwethluk is dependent on air transportation for year-round movement of freight and passengers. A state-owned gravel airstrip and seaplane base are available. Barge services deliver cargo during the summer. There are no docking facilities. Snow machines, ATVs, and skiffs are used for local travel, and the river becomes an ice road during winter. Winter trails are marked to Eek (45 mi), Three Step Mountain (55 mi), and Columbia Creek (49 mi)."
1110.1843822052,837018.823366526,89,Larsen Bay,Yes,2018/03/12 00:00:00+00,"Larsen Bay is accessible by water or air only. No roads connect the community with any other on Kodiak Island. Docking facilities are available. In 2002, a small boat harbor was completed. A cargo barge arrives every six weeks from Seattle. The State of Alaska operates a gravel airstrip and a seaplane base. Regular and charter flights are available from Kodiak to Larsen Bay."
-337064.437875804,1297603.52884566,90,Lower Kalskag,No,2018/03/12 00:00:00+00,"A state-maintained 4.2-mile gravel road connects Lower and Upper Kalskag. Commercial barge lines deliver fuel and other bulk supplies in the summer. Passengers and other freight arrive by air year-round, through scheduled daily air services. The state-owned gravel airstrip is shared by Upper Kalskag and Lower Kalskag. Winter trails exist to Russian Mission (40 mi) and Aniak (26 mi)."
-289403.787693261,1009209.22031295,91,Manokotak,No,2018/03/12 00:00:00+00,"The City of Manokotak is accessible by both air and water. A state-owned, lighted, gravel airstrip is located one mile north of the village, and a designated seaplane base is also present. Both regularly scheduled and charter flights are available from Dillingham. There are no docking facilities on the Igushik River, and supplies that are lightered each summer must be pulled up to the mud beach. Traveling by boat on the Igushik River can be difficult as the river is made up of meandering loops, which means that many miles must be traveled by water to cover a short distance in air miles. Residents use ATVs, snowmobiles, and some vehicles for transportation. During the winter months, snowmobiles are used to travel on the Manokotak Trail to Dillingham to retrieve fuel."
-422939.120937902,1348502.57937497,92,Marshall,No,2018/03/12 00:00:00+00,"Marshall is accessible for the most part by both air and water; there are no roads which connect it to other communities. The City has a state-owned gravel airstrip. In a survey conducted by the AFSC in 2011, community leaders reported that a seaplane base is also present. Local residents have boats, but in the winter months they are reliant upon dog teams and snow machines. The City receives barge services."
-80396.1108252345,1443158.11815246,93,McGrath,No,2018/03/12 00:00:00+00,"McGrath is not connected to Alaska's road system, but local roads are used by ATVs and trucks. Winter trails are marked to Nikolai (50 mi) and Takotna (20 mi). Residents rely on air service and barges to deliver cargo. Air facilities include a state-owned asphalt runway with a crosswind landing strip. The Kuskokwim River is the seaplane base. A boat launch ramp site is available. The river is used for travel when it's frozen during the winter months."
-666097.80139643,1216835.65731049,94,Mekoryuk,Yes,2018/03/12 00:00:00+00,"Mekoryuk relies heavily on air transportation for passenger, mail, and cargo service. A state-owned gravel runway allows year-round access. A breakwater protects the shoreline from the Bering Sea waves. Barges deliver goods from Bethel once or twice each summer. Boats, snow machines, and ATVs are used for travel within the community."
-504640.533465355,1383006.48491385,95,Mountain Village,No,2018/03/12 00:00:00+00,"A summer road links Mountain Village to Pitka's Point, Andreafsky, and St. Mary's. The community is accessible by riverboat or barge. A state-owned 3,500' long by 75' wide gravel airstrip is available, and floatplanes land on the Yukon River. In the winter, passengers, cargo, and mail are flown in by plane. Snow machines and skiffs are used for local transportation."
-432827.103657056,1215958.46314431,96,Napakiak,No,2018/03/12 00:00:00+00,"Napakiak has a State-owned lighted gravel runway that is centrally located. The first airstrip was completed in 1973, enabling year-round access. There are also seaplane landing areas on the Kuskokwim River and Johnson Slough that provide air transportation for passengers, mail, and cargo. A hovercraft is used year-round to bring cargo and mail to the community. There are currently no docking facilities at the landing. The Kuskokwim River provides water transportation in the summer months (June-October) and an ice road in the winter months. For safety the ice road is marked with trail markers. In addition to the ice road there is a winter trail marking the way to Bethel, 9 miles overland. Many residents have fishing boats, and skiffs are used in the summer for subsistence fishing and travel to Bethel and other nearby villages. Snow machines and ATVs are used in winter. Barges deliver goods from Bethel during the summer months."
-420788.280794596,1216092.28363176,97,Napaskiak,No,2018/03/12 00:00:00+00,"A state-owned gravel airstrip and seaplane landing area west of the village provide charter and general aviation access year-round. Many residents have fishing boats, and skiffs are used in the summer for subsistence fishing and travel to Bethel and other nearby villages. Snow machines and ATVs are used in winter. Barges deliver goods during the summer months. In winter months the river is used as an ice road for travel to surrounding villages. A winter trail is marked to along the River to Bethel."
-187051.232425995,1055625.0881875,98,New Stuyahok,No,2018/03/12 00:00:00+00,"Air transport is the most frequent mode of transportation used to reach the New Stuyahok. The state owns a lighted, gravel airstrip in New Stuyahok. Regular and charter flights are available from Dillingham and Anchorage. Barges are used to lighter goods to New Stuyahok on a regular basis during the summer. Skiffs, ATVs, and snowmobiles are the prevalent forms of local transportation."
-50158.9487624714,1081425.19631835,99,Newhalen,No,2018/03/12 00:00:00+00,"Due to a lack of infrastructure in the Newhalen region, travel between communities is usually by small plane, and seasonally by boat, four-wheeler, or snowmobile. Individuals also use personal vehicles, ATVs, and skiffs. Barges deliver bulk goods to the Newhalen area via the Kvichak River, which are lightered to shore. A state-owned runway is located approximately three miles north of Newhalen, between Newhalen and Iliamna. A paved road connects these communities and the airport. During the winter, a road is passable between Newhalen and Nondalton, 22 miles to the north, although the road is only paved half way. An unimproved trail, the Iliamna-Pile Bay Trail, runs along the northern shore of Iliamna Lake, connecting Newhalen with the communities of Pedro Bay and Pile Bay Village to the east. Pile Bay Village is also connected to the Cook Inlet by road."
-585242.257059794,1213354.10165248,100,Nightmute,Yes,2018/03/12 00:00:00+00,"Nightmute is not connected to the rest of Alaska by road, and is primarily accessible by air or water. A state-owned gravel airstrip provides air access. A seaplane base is also available. Fishing boats, skiffs, snowmobiles, and ATVs are used for local transportation and subsistence activities. Winter trails are marked to nearby village of Toksook Bay. Nightmute does not have docking facilities. Cargo and supplies are lightered up the Toksook River during summer months."
-18952.5580286519,1449357.21192392,101,Nikolai,No,2018/03/12 00:00:00+00,"Access to Nikolai is by air or water. A state-owned gravel airstrip is available. Barges used to supply fuel and heavy equipment but the river is now too low and everything is flown in by air. Boats, ATVs, and snow machines are used for recreation and subsistence activities. Local road traffic includes ATVSs, trucks, and heavy equipment owned by city, state, and federal entities. A winter trail is marked to McGrath (50 mi). Nikolai is a checkpoint for the Iditarod Trail Sled Dog Race held in March and the Iron Dog snow machine race in February."
-47715.5850566393,1109006.41072581,102,Nondalton,No,2018/03/12 00:00:00+00,"The community of Nondalton is primarily accessible by air and water. During the winter, a road is passable between Nondalton and Newhalen, 22 miles to the south on the shore of Iliamna Lake. The road is only paved half way. Air taxi, skiff, snow machine and four-wheelers are the main modes of transport for residents and visitors. A state-owned gravel runway is present in Nondalton. There are no docking facilities in Nondalton. Bulk goods are received in Iliamna then taken by a cat-trail to Fish Camp, located across from Nondalton on the east side of the Six Mile Lake. From there, they are ferried by skiff or barge to the west side of the lake."
-310203.95042872,1891560.16964191,103,Noorvik,No,2018/03/12 00:00:00+00,"Noorvik is accessible by plane and by shallow-draft vessels, with no roads connection to other communities. The state-owned Robert (Bob) Curtis Memorial Airport has a lighted gravel runway. Several regional air taxis provide service to Kotzebue and surrounding cities. Crowley Marine Services barges fuel and supplies during the summer. Boats, ATVs, and snow machines are common means of transportation locally. Construction of two new roads, one from the old airport that will connect to the new Airport road, and the other connecting to the school, is scheduled for the summer of 2014. During the spring break up, some roads have been impacted by flooding or erosion."
115434.355028723,2251263.44261842,104,Nuiqsut,No,2018/03/12 00:00:00+00,"Air travel provides the only year-round access. The gravel airstrip is owned and operated by the North Slope Borough. Barrow is a primary air hub for surrounding villages. Mail is shipped to Nuiqsut along the Dalton Highway and then flown from Deadhorse. Coastal access for barged fuel and supply deliveries is possible during the ice-free season, which takes place for only a few weeks during the middle of summer. A 60-mile ice road reaches Nuiqsut approximately 5-7 months per year from Deadhorse and Prudhoe Bay, which are connected to the Alaska road system via the Dalton Highway. Additional trails connect Nuiqsut to Anaktuvak Pass (140 miles) and Atqasuk (150 miles). Snowmobiles and ATVs are commonly used for local transportation. Proposed development of the Colville River Road would provide year-round access to eastern portions of the National Petroleum Reserve Area, and would include a spur road to Nuiqsut."
-195453.203694237,1646254.07648895,105,Nulato,No,2018/03/12 00:00:00+00,"The state-owned airstrip provides year-round access. The river is the primary mode of local transportation -- barges deliver cargo during summer months, and it becomes an ice road during winter for vehicles and snow machines. Numerous trails are used for trapping and woodcutting. Cars, trucks, snow machines, ATVs, and skiffs are used by residents."
-554523.913632872,1440759.94998111,106,Nunam Iqua,Yes,2018/03/12 00:00:00+00,"Nunam Iqua has easy access by boat and barge. It has a state-owned and operated gravel airstrip. Float planes can land at Kwemeluk Pass. In the winter, snow machines serve as the primary mode of inter-village transportation."
-456125.054896778,1241722.08129476,107,Nunapitchuk,No,2018/03/12 00:00:00+00,"A state-owned gravel airstrip provides chartered or private air access year-round. A dock, small boat harbor, and seaplane landing area are available on the Johnson River. Snow machines, ATVs, and dog sleds are used in winter months. Winter trails exist to Atmautluak (7 mi) and Akula Heights (2.5 mi)."
43179.509619964,801115.998141873,108,Old Harbor,Yes,2018/03/12 00:00:00+00,"Old Harbor is accessible only by air and water. A state-owned gravel runway and a seaplane base serve air traffic. Regular and charter flights are available from Kodiak. There is a harbor with docking facilities for 55 boats. Seattle-based and local barge services are available. The Alaska state ferry has weekly service during the summer months. In 2014 there was a project underway to expand the runway from 2,000 to 4,700 feet. "
88385.3853077032,881147.13012034,109,Ouzinkie,Yes,2018/03/12 00:00:00+00,"The village is accessible by air and water. There is a state-owned gravel airstrip and a float plane landing area at Ouzinkie Harbor. Facilities include a breakwater, small boat harbor, and dock. Barges provide cargo delivery from Seattle and Kodiak."
-213420.916165604,845809.064475104,110,Pilot Point,Yes,2018/03/12 00:00:00+00,"Pilot Point is accessible by air and water. A state-owned gravel airstrip is available. Air taxis provide regular flights six days a week out of King Salmon as part of the mail service. There is a second gravel airstrip, owned by the U.S. Bureau of Land Management, located 10 miles southeast at Ugashik. Barge service is provided from Seattle in the spring and fall and is chartered from Naknek. Dago Creek serves as a natural harbor; a dock is available. Modes of local transport include ATVs, snow machines, skiffs, and trucks."
-463440.278725839,1359992.70645285,111,Pilot Station,No,2018/03/12 00:00:00+00,"A state-owned gravel airstrip is available. Air transportation is the primary means for freight and mail service, as well as passenger travel. The nearby village of St. Mary's is a hub for freight and mail, and Bethel is a hub for passenger travel. Heavy winds of up to 50 mph are common during fall and winter. Funds were awarded to relocate the airport runway. Construction began in 2011 and is scheduled to be complete in 2014. Pilot Station is also easily accessible by river-going vessels. Barges deliver fuel and other bulk supplies during the summer. Skiffs and snowmobiles provide inter-village transportation. There are no roads to surrounding communities. However, winter trails are used by residents to travel to surrounding communities and subsistence sites."
-446428.791068836,1027721.60972818,112,Platinum,Yes,2018/03/12 00:00:00+00,"Platinum relies heavily on air transportation for passengers and mail and cargo service. There are two gravel airstrips. A seaplane landing site is also available near Platinum, and barge services deliver goods twice a year. Boats, snowmobiles, and ATVs are used for local travel and subsistence activities. A 6.8-mile road to the south connects Platinum to the platinum ore fields of the Salmon River, but there is no road connection between Platinum and other areas of the State. A coastal trail connects Platinum with Goodnews Bay and Quinhagak and extends northward to Bethel. Additional trails connect Goodnews Bay southeast to Togiak, and north to Carter Creek, Indian River, and Jacksmith Creek, and to the Faro and Keno Creek area of the Arolik River."
-526202.60112902,2093518.87211088,113,Point Hope,Yes,2018/03/12 00:00:00+00,"The state-owned paved airstrip provides Point Hope's only year-round access. Skiffs, umiats (skin boats), and snow machines are used for local transportation. Barges deliver goods during summer months. Point Hope is located about ten feet above sea level and is susceptible to flooding. Beacon Hill, which is 46 feet above sea level serves as the communities evacuation point and is connected by road. The road is reinforced with a 10 foot gravel berm for protection from storm surges."
1181034.93995372,866617.229405715,114,Port Alexander,Yes,2018/03/12 00:00:00+00,"Transportation access to Port Alexander is by float plane or boat. A state-owned seaplane base is present. Passengers can fly from Sitka using essential air float plane service operated by Harris Air. The M/V Eyak provides year-round mail service to the community, as well as fuel and freight except in the summer. Transportation facilities include a dock and small boat harbor for moorage. As of 2014, the community is seeking funding from the legistative body to replace the outer harbor. There are no roads in Port Alexander, and the City is not connected to other communities on Baranof Island. Skiffs are used for local transportation. Most families transport their own essential supplies from outside to the community."
-280398.794506824,779012.636349441,115,Port Heiden,Yes,2018/03/12 00:00:00+00,"The state-owned airport consists of a lighted, gravel runway and a gravel crosswind runway. There is a natural boat harbor but no dock. A boat haul-out, a beach off-loading area, boat fuel sales, and marine storage facilities are available. Cargo from Seattle is delivered twice yearly by barge and is lightered and offloaded on the beach. Autos, ATVs, and snowmobiles are the local means of transportation."
66076.0433834472,874380.056336525,116,Port Lions,Yes,2018/03/12 00:00:00+00,"Port Lions is accessible by air and water. There is a state-owned 2600 ft. gravel airstrip, and the small boat harbor may be used by seaplanes. Regular and charter flights are available from Kodiak. The boat harbor was partially rebuilt in 2011 and provides 68 boat slips, electricity, and fresh water during the summer months. The state ferry Tustumena operates bi-weekly from November through April and bi weekly for two weeks each month from May through October. Service is to and from Kodiak and Homer. A newly built deep water city dock with a 214 ft. face and mooring and breasting dolphins to accommodate large ships will be completed in 2014."
-441451.852918794,1110782.82189395,117,Quinhagak,Yes,2018/03/12 00:00:00+00,"Quinhagak relies on air transportation for passenger mail and cargo service. A gravel airstrip owned by Native Village of Kwinhagak is avaliable. Float planes land on the Kanektok River. A harbor and dock serves barges deliveries of heavy goods at least twice a year. Boats, ATVs, snow machines, and some vehicles are used for local transportation. Winter trails are marked to Eek (39 mi) and Goodnews (39 mi)."
-70886.7990080763,1642768.92037799,118,Ruby,No,2018/03/12 00:00:00+00,"Ruby is accessible by air and water. A state-owned lighted, gravel airstrip is available. There are no docking facilities on the Yukon River, but a boat launch and barge off-loading area are available. Barges make several deliveries each summer. Float planes land on the Yukon River. Trucks, snow machines, ATVs, and riverboats are used for local transportation. Numerous trails and the 35-mile road to Long Creek Mine to the south are used for subsistence activities."
-384325.307776448,1333013.66724658,119,Russian Mission,No,2018/03/12 00:00:00+00,"Russian Mission's location on the Yukon River allows barge and small boat travel during the summer. Passengers, mail, and light goods arrive primarily by air. A gravel airstrip and seaplane landing area are owned and operated by the state. Scheduled daily flights are available. Snow machines are used in inter-village transportation in the winter, and a trail is marked to Kalskag (25 mi). As of May 2014, some of the communities roads were in need of repair due to damage from flooding."
-944349.868773236,843619.420781122,120,Saint George,Yes,2018/03/12 00:00:00+00,"Saint George is accessible only by air and sea. There are two airstrips; one is owned by the city, and the other is owned by the state. Scheduled flights are provided to Saint Paul and the mainland. Most freight and supplies are delivered by ship from Anchorage on a monthly or bimonthly schedule; cargo from Seattle arrives five or six times a year. There are three docks; one is operated by the village corporation. An inner harbor and dock are in Zapadni Bay, 5 miles from the city."
-398870.645006686,1525392.61226927,121,Saint Michael,Yes,2018/03/12 00:00:00+00,"Saint Michael is accessible by air and sea only. The state owns a gravel airstrip, and a seaplane base is available. Regular and charter flights are available from Nome and Unalakleet. It is near the Yukon River Delta and has a good natural harbor but no dock. Lighterage service is provided on a frequent basis from Nome. Saint Michael receives at least one annual shipment of bulk cargo. A 10.5-mile road exists to Stebbins."
-974185.249990874,910524.195606546,122,Saint Paul,Yes,2018/03/12 00:00:00+00,"St. Paul is accessible by sea and air. The state-owned asphalt runway and regularly-scheduled flights are provided. Most groceries, perishable and frozen items arrive by air, via the by-pass mail system, which is more cost effective than shipment by sea. Cargo vessels sail from Seattle approximately six times a year, carrying more dry/frozen groceries and large items such as furniture, autos, construction materials, and residents' personal orders. There is a 1200' breakwater, providing shelter for 600' of dock space and a barge off-loading area. In 2011, a small boat harbor and ramp was constructed for the local halibut fishing fleet. An additional 50' of dock and a vessel repair facility is planned for construction start in the summer of 2014."
-805515.136213651,1625678.78277187,123,Savoonga,Yes,2018/03/12 00:00:00+00,"Savoonga's isolated location with no seaport and iced-in conditions during the winter means a dependence on air transport. There is a state-owned gravel airstrip where regular air service is available from Nome and Unalakleet. There is no dock, and supplies are lightered from Nome or off-loaded on the beach."
1394834.30839002,827141.152786474,124,Saxman,Yes,2018/03/12 00:00:00+00,"Saxman and Ketchikan are connected by the South Tongass Highway. The state owns a gravel runway on Gravina Island, the location of the Ketchikan airport. Scheduled jet and air taxi services are available. Dock and commercial barge off-loading facilities are available at the Saxman Seaport. The community relies on Ketchikan for its boat moorage and state ferry services."
-604790.129936927,1371265.24459968,125,Scammon Bay,Yes,2018/03/12 00:00:00+00,"Scammon Bay is accessible by air and water. A state-owned gravel airstrip and city-owned seaplane base on the Kun River serve air traffic. Barges bring in bulk supplies each summer. Winter trails exist to Hooper Bay (32 mi) and Chevak (25 mi). Snow machines and skiffs are the primary means of local transportation. In November 2013, the city experienced a flooding event that damaged sections of the dock roads and washed out other areas of the road. As of May 2014, a project to improve existing roads was underway. "
-267001.161616563,1861743.41404769,126,Selawik,No,2018/03/12 00:00:00+00,"Selawik is accessible by plane and barge. The Roland Norton Memorial Airport provides a gravel runway owned by the city. The state also owns a gravel airstrip with a crosswind strip. Scheduled flights are available to Kotzebue and area villages. Docking facilities and a barge landing area exist. Freight is shipped upriver from Kotzebue each summer by Crowley Marine Services. Boardwalks have been constructed within the village. Boats, ATVs, and snow machines are prevalent forms of local travel."
-282383.760555465,1421013.58135403,127,Shageluk,No,2018/03/12 00:00:00+00,"Access to Shageluk is by air or water. A state-owned gravel airstrip and a seaplane base are available. Locals use ATVs, snow machines, and dog sleds. Every other year, it is a checkpoint for the Iditarod dogsled race."
-346517.325479851,1617843.76690688,128,Shaktoolik,Yes,2018/03/12 00:00:00+00,"Shaktoolik is primarily accessible by air and sea. A state-owned gravel airstrip is available. The Alex Sookiayak Memorial Airstrip allows for regular service from Unalakleet. Summer travel is by ATVs, motorbikes, trucks, and boats; winter travel is by snow machine and dog team. Cargo is barged from Nome, then lightered to shore."
-541048.640165177,1860130.42371255,129,Shishmaref,Yes,2018/03/12 00:00:00+00,Shishmaref's primary link to the rest of Alaska is by air. A state-owned paved runway is available for charter and freight services from Nome. Most people use boats for trips to the mainland.
-138064.811931058,1884423.58186544,130,Shungnak,No,2018/03/12 00:00:00+00,"Shungnak is accessible by plane, barge, or small boat. The state-owned lighted gravel runway has scheduled regional air services. Fuel and supplies are barged in each summer by Crowley Marine Services of Kotzebue. Small boats, ATVs, snow machines, and dog sleds are used for local travel and subsistence activities. Trails along the river are used for inter-village travel."
-410655.966695141,1531965.84908907,131,Stebbins,Yes,2018/03/12 00:00:00+00,"Stebbins is accessible by air and sea. There is a state-owned gravel runway. Regular flights, charters, and freight services are available from Bethel. A cargo ship brings supplies annually. There is no dock, and goods must be lightered out of Nome. Overland travel in the winter is by snow machine."
-574543.17179758,1754008.50735403,132,Teller,Yes,2018/03/12 00:00:00+00,"Teller has a road link to Nome from May to September via a 72-mile gravel road. The community can also be accessed by sea and air. There is a state-owned gravel runway with regular flights from Nome. There is no dock; goods are lightered from Nome and offloaded on the beach. Port Clarence is a nearby natural harbor."
1098843.59174464,1020605.81594615,133,Tenakee Springs,Yes,2018/03/12 00:00:00+00,"Tenakee Springs is dependent on seaplanes and the Alaska Marine Highway for transport. The state owns a seaplane dock and the city owns the heliport. Scheduled or chartered float planes are dispatched from Juneau and Sitka. The state ferry provides passenger transportation only, since there is no vehicle landing facilities in Tenakee. The main street is a 2 mile long walking trail. Barges deliver fuel and goods four to six times a year. The marine facilities include a small boat harbor and ferry terminal. The City of Tenakee owns a fuel dock. Local transportation is primarily by bicycle or ATV. As of May 2014, the Alaska Department of Transportation is replacing two floats and making upgrades to the boat harbor, with construction scheduled for the fall. The US Army Corps of Engineers is planning repair and renovation of the city dock, including fueling and a state Ferry facility. No construction date has been set."
1326319.36788725,846815.094827237,134,Thorne Bay,Yes,2018/03/12 00:00:00+00,"Thorne Bay is accessed by float plane, the airport at Klawock, and the inter-island ferry at Hollis. The Thorne Bay Harbor provides slips for over 100 vessels. A seaplane base is state-owned. The Prince of Wales Island Road System connects the communities on Prince of Wales Island with one another."
-364120.520402744,1024741.77608156,135,Togiak,Yes,2018/03/12 00:00:00+00,"A state-owned lighted gravel airstrip with a crosswind airstrip is available. Scheduled and chartered flights are dispatched from Dillingham. Freight is brought in by air or barge and lightered to shore. There are no docking facilities. Skiffs, autos, ATVs, and snow machines are used for local transportation."
-604707.768126036,1222202.94569942,136,Toksook Bay,Yes,2018/03/12 00:00:00+00,"A state-owned gravel airstrip provides year-round scheduled and chartered service. Fishing boats, skiffs, snow machines, and ATVs are used by residents for local travel. Winter trails with markers exist to Nightmute (20 mi), Tununak (8 mi), Newtok (40 mi), and Chefornak (50 mi). There are no docking facilities, but boat haul-out services are available. Barges deliver goods during the summer months."
-332652.664299918,1562728.30203533,137,Unalakleet,Yes,2018/03/12 00:00:00+00,"Unalakleet has a state-owned gravel runway and a gravel strip. There are regular flights to Anchorage. Cargo is lightered from Nome; there is a dock. Local overland travel is mainly by ATVs, snow machines, and dogsleds in winter."
-334222.042316608,1300232.52489235,138,Upper Kalskag,No,2018/03/12 00:00:00+00,"A state-maintained 4.2-mile gravel road connects Upper and Lower Kalskag. The Kuskokwim River affords easy access by skiff in summer and snow machine in winter. Barges deliver cargo and bulk fuel during the summer. The state-owned gravel airstrip is shared by Kalskag and Lower Kalskag. Daily scheduled air services deliver passengers, mail, and other cargo year-round. Winter trails exist to Russian Mission (25 mi) and Aniak (15 mi)."
-227607.668616794,2305095.9767901,139,Wainwright,Yes,2018/03/12 00:00:00+00,"Air travel provides Wainwright's only year-round access. A gravel airstrip is owned and operated by the North Slope Borough. A second gravel airstrip exists at the old Wainwright Air Station. Skiffs, ATVs, and snow machines are used for local transportation."
-645492.756304416,1807658.53281773,140,Wales,Yes,2018/03/12 00:00:00+00,"Wales has a state-owned gravel airstrip with scheduled air service and charter flights. Household goods are flown into the village. There is a 6.5-mile road to Tin City. Heavy freight and cargo is delivered to Tin City by barge and hauled by truck to Wales. Snow machines are used in winter. A winter trail connects Wales to the communities of Brevig Mission, located 50 miles away, and Shishmaref, located 70 miles away. Aluminum boats are used for sea travel. On land, snowmobiles and ATVs provide year-round access to subsistence areas. In previous years, fall storms have caused some flooding and damage due to high winds. The beach is used as a road by the 4-wheelers to go from one end of town to another and also to go up the coast to the first inlet."
1275681.25090895,880764.434072811,141,Whale Pass,Yes,2018/03/12 00:00:00+00,"The community has access to the island road system. The state ferry terminal is located in Hollis. Float planes and boats are also prevalent means of transportation. The Whale Pass Community Association operates the state-owned seaplane base, dock, boat slips, and launch ramp. In a survey conducted by AFSC in 2011, community leaders reported that there is 200 feet of public dock space available for permanent moorage and 80 feet available for transient moorage. Vessels up to 80 feet long can use moorage in Whale Pass."
-447479.312091524,1667267.50587921,142,White Mountain,No,2018/03/12 00:00:00+00,"Access to White Mountain is by air and sea. There are no roads. A gravel runway is operated by the state, and scheduled flights are available daily from Nome. There is no dock in the village; supplies are lightered from Nome and offloaded on the beach. Cargo barges cannot land at White Mountain but fuel supplies can be delivered by barge, significantly lower the cost of heating fuel and gasoline. "
