X,Y,CommunityName,ReportingPeriod,ReportingYear,GasRetailGal,EntityName,ReportingSeason,ReportingDate,AsOfDate,OBJECTID
-272640.696692714,708170.914671806,Chignik,Jun,2010,3.75,Trident Seafood,Summer,2010/06/15 08:00:00+00,,1404
-272640.696692714,708170.914671806,Chignik,Jan,2010,3.92,Trident Seafood,Winter,2010/01/15 09:00:00+00,,1304
-272640.696692714,708170.914671806,Chignik,Jun,2011,4.3,Trident Seafood,Summer,2011/07/15 08:00:00+00,,1204
-272640.696692714,708170.914671806,Chignik,Jan,2011,3.82,Trident Seafood,Winter,2011/01/15 09:00:00+00,,1104
-272640.696692714,708170.914671806,Chignik,Jan,2012,4.8,Trident Seafood,Winter,2012/01/15 09:00:00+00,,1004
-529656.810844552,593924.882474006,King Cove,Jun,2010,3.93,Peter Pan Seafood,Summer,2010/06/15 08:00:00+00,,1435
-529656.810844552,593924.882474006,King Cove,Jun,2011,5.24,Peter Pan Seafood,Summer,2011/07/15 08:00:00+00,,1235
-529656.810844552,593924.882474006,King Cove,Jan,2010,4.09,Peter Pan Seafood,Winter,2010/01/15 09:00:00+00,,1335
-529656.810844552,593924.882474006,King Cove,Jan,2012,5.3,Peter Pan Seafood,Winter,2012/01/15 09:00:00+00,,1035
-529656.810844552,593924.882474006,King Cove,Jan,2011,4.32,Peter Pan Seafood,Winter,2011/01/15 09:00:00+00,,1135
-310203.95042872,1891560.16964191,Noorvik,Jun,2010,5.43,Morris Trading Post,Summer,2010/06/15 08:00:00+00,,1451
-310203.95042872,1891560.16964191,Noorvik,Jan,2010,5.65,Morris Trading Post,Winter,2010/01/15 09:00:00+00,,1351
-310203.95042872,1891560.16964191,Noorvik,Jun,2011,6.2,Morris Trading Post,Summer,2011/07/15 08:00:00+00,,1251
-310203.95042872,1891560.16964191,Noorvik,Jan,2011,6.45,Morris Trading Post,Winter,2011/01/15 09:00:00+00,,1151
-310203.95042872,1891560.16964191,Noorvik,Jan,2012,6.2,Morris Trading Post,Winter,2012/01/15 09:00:00+00,,1051
-447479.312091524,1667267.50587921,White Mountain,Jun,2011,4.55,White Mountain Native Store,Summer,2011/07/15 08:00:00+00,,1288
-447479.312091524,1667267.50587921,White Mountain,Jan,2011,4.55,White Mountain Native Store,Winter,2011/01/15 09:00:00+00,,1188
-447479.312091524,1667267.50587921,White Mountain,Jan,2012,5.56,White Mountain Native Store,Winter,2012/01/15 09:00:00+00,,1088
-447479.312091524,1667267.50587921,White Mountain,Jun,2010,4.36,White Mountain Native Store,Summer,2010/06/15 08:00:00+00,,1488
-447479.312091524,1667267.50587921,White Mountain,Jan,2010,4.4,White Mountain Native Store,Winter,2010/01/15 09:00:00+00,,1388
-281947.629636162,1904401.94665282,Kiana,Jun,2011,6.7,City of Kiana,Summer,2011/07/15 08:00:00+00,,1234
-281947.629636162,1904401.94665282,Kiana,Jan,2010,6.7,City of Kiana,Winter,2010/01/15 09:00:00+00,,1334
-281947.629636162,1904401.94665282,Kiana,Jan,2011,6.7,City of Kiana,Winter,2011/01/15 09:00:00+00,,1134
-281947.629636162,1904401.94665282,Kiana,Jan,2012,7.5,City of Kiana,Winter,2012/01/15 09:00:00+00,,1034
-281947.629636162,1904401.94665282,Kiana,Jun,2010,6.5,City of Kiana,Summer,2010/06/15 08:00:00+00,,1434
-441451.852918794,1110782.82189395,Quinhagak,Jun,2010,5.72,Qanirtuuq Corporation,Summer,2010/06/15 08:00:00+00,,1463
-441451.852918794,1110782.82189395,Quinhagak,Jan,2010,5.55,Qanirtuuq Corporation,Winter,2010/01/15 09:00:00+00,,1363
-441451.852918794,1110782.82189395,Quinhagak,Jun,2011,7.02,Qanirtuuq Corporation,Summer,2011/07/15 08:00:00+00,,1263
-441451.852918794,1110782.82189395,Quinhagak,Jan,2011,5.77,Qanirtuuq Corporation,Winter,2011/01/15 09:00:00+00,,1163
-441451.852918794,1110782.82189395,Quinhagak,Jan,2012,7.02,Qanirtuuq Corporation,Winter,2012/01/15 09:00:00+00,,1063
-805515.136213651,1625678.78277187,Savoonga,Jun,2011,5.51,ANICA (Savoonga Native Store),Summer,2011/07/15 08:00:00+00,,1269
-805515.136213651,1625678.78277187,Savoonga,Jan,2011,5.51,ANICA (Savoonga Native Store),Winter,2011/01/15 09:00:00+00,,1169
-805515.136213651,1625678.78277187,Savoonga,Jan,2012,6.02,ANICA (Savoonga Native Store),Winter,2012/01/15 09:00:00+00,,1069
-805515.136213651,1625678.78277187,Savoonga,Jun,2010,5.51,ANICA (Savoonga Native Store),Summer,2010/06/15 08:00:00+00,,1469
-805515.136213651,1625678.78277187,Savoonga,Jan,2010,5.45,ANICA (Savoonga Native Store),Winter,2010/01/15 09:00:00+00,,1369
-410655.966695141,1531965.84908907,Stebbins,Jan,2011,5.92,Tapraq Fuel Company,Winter,2011/01/15 09:00:00+00,,1174
-410655.966695141,1531965.84908907,Stebbins,Jan,2012,7.1,Tapraq Fuel Company,Winter,2012/01/15 09:00:00+00,,1074
-410655.966695141,1531965.84908907,Stebbins,Jun,2010,5.65,Tapraq Fuel Company,Summer,2010/06/15 08:00:00+00,,1474
-410655.966695141,1531965.84908907,Stebbins,Jan,2010,5.87,Tapraq Fuel Company,Winter,2010/01/15 09:00:00+00,,1374
-410655.966695141,1531965.84908907,Stebbins,Jun,2011,5.92,Tapraq Fuel Company,Summer,2011/07/15 08:00:00+00,,1274
-480768.456775202,1486120.89410419,Kotlik,Jan,2010,5.22,Kotlik Yupik Enterprises,Winter,2010/01/15 09:00:00+00,,1338
-480768.456775202,1486120.89410419,Kotlik,Jun,2011,6.1,Kotlik Yupik Enterprises,Summer,2011/07/15 08:00:00+00,,1238
-480768.456775202,1486120.89410419,Kotlik,Jan,2011,6.22,Kotlik Yupik Enterprises,Winter,2011/01/15 09:00:00+00,,1138
-480768.456775202,1486120.89410419,Kotlik,Jan,2012,7.25,Kotlik Yupik Enterprises,Winter,2012/01/15 09:00:00+00,,1038
-480768.456775202,1486120.89410419,Kotlik,Jun,2010,5.07,Kotlik Yupik Enterprises,Summer,2010/06/15 08:00:00+00,,1438
1110.1843822052,837018.823366526,Larsen Bay,Jun,2010,4.99,City of Larsen Bay,Summer,2010/06/15 08:00:00+00,,1442
1110.1843822052,837018.823366526,Larsen Bay,Jan,2010,5.14,City of Larsen Bay,Winter,2010/01/15 09:00:00+00,,1342
1110.1843822052,837018.823366526,Larsen Bay,Jun,2011,6.5,City of Larsen Bay,Summer,2011/07/15 08:00:00+00,,1242
1110.1843822052,837018.823366526,Larsen Bay,Jan,2011,6.5,City of Larsen Bay,Winter,2011/01/15 09:00:00+00,,1142
1110.1843822052,837018.823366526,Larsen Bay,Jan,2012,6.31,City of Larsen Bay,Winter,2012/01/15 09:00:00+00,,1042
-861997.814284141,1650244.02734943,Gambell,Jan,2011,7.51,ANICA (Gambell Native Store),Winter,2011/01/15 09:00:00+00,,1117
-861997.814284141,1650244.02734943,Gambell,Jan,2012,7.01,ANICA (Gambell Native Store),Winter,2012/01/15 09:00:00+00,,1017
-861997.814284141,1650244.02734943,Gambell,Jun,2010,5.55,ANICA (Gambell Native Store),Summer,2010/06/15 08:00:00+00,,1417
-861997.814284141,1650244.02734943,Gambell,Jan,2010,5.55,ANICA (Gambell Native Store),Winter,2010/01/15 09:00:00+00,,1317
-861997.814284141,1650244.02734943,Gambell,Jun,2011,7.51,ANICA (Gambell Native Store),Summer,2011/07/15 08:00:00+00,,1217
1036362.75188977,1023817.93801456,Pelican,Jan,2010,4.79,Pelican Fuel ,Winter,2010/01/15 09:00:00+00,,1357
1036362.75188977,1023817.93801456,Pelican,Jun,2011,6.01,Pelican Fuel,Summer,2011/07/15 08:00:00+00,,1257
1036362.75188977,1023817.93801456,Pelican,Jan,2011,5.18,Pelican Fuel,Winter,2011/01/15 09:00:00+00,,1157
1036362.75188977,1023817.93801456,Pelican,Jan,2012,4.92,Pelican Fuel,Winter,2012/01/15 09:00:00+00,,1057
1036362.75188977,1023817.93801456,Pelican,Jun,2010,4.68,Pelican Fuel,Summer,2010/06/15 08:00:00+00,,1457
-307074.484708072,1451345.5736835,Grayling,Jun,2010,5.5,HYL Grayling Fuel Company,Summer,2010/06/15 08:00:00+00,,1421
-307074.484708072,1451345.5736835,Grayling,Jan,2010,5.5,HYL Grayling Fuel Company,Winter,2010/01/15 09:00:00+00,,1321
-307074.484708072,1451345.5736835,Grayling,Jun,2011,5.5,HYL Grayling Fuel Company,Summer,2011/07/15 08:00:00+00,,1221
-307074.484708072,1451345.5736835,Grayling,Jan,2011,5.5,HYL Grayling Fuel Company,Winter,2011/01/15 09:00:00+00,,1121
-307074.484708072,1451345.5736835,Grayling,Jan,2012,6,HYL Grayling Fuel Company,Winter,2012/01/15 09:00:00+00,,1021
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jun,2011,9.2,Nunamiut Corporation,Summer,2011/07/15 08:00:00+00,,1193
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jan,2011,8.1,Nunamiut Corporation,Winter,2011/01/15 09:00:00+00,,1093
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Feb,2009,6.5,Nunamiut Corporation,Winter,2009/02/15 09:00:00+00,,1493
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jun,2010,8.1,Nunamiut Corporation,Summer,2010/06/15 08:00:00+00,,1393
94894.1751459759,2021732.21131396,Anaktuvuk Pass,Jan,2010,7.95,Nunamiut Corporation,Winter,2010/01/15 09:00:00+00,,1293
88385.3853077032,881147.13012034,Ouzinkie,Jun,2010,,Ouzinkie Native Corporation,Summer,2010/06/15 08:00:00+00,,1456
88385.3853077032,881147.13012034,Ouzinkie,Jan,2010,,Ouzinkie Native Corporation,Winter,2010/01/15 09:00:00+00,,1356
88385.3853077032,881147.13012034,Ouzinkie,Jun,2011,,Ouzinkie Native Corporation,Summer,2011/07/15 08:00:00+00,,1256
88385.3853077032,881147.13012034,Ouzinkie,Jan,2011,,Ouzinkie Native Corporation,Winter,2011/01/15 09:00:00+00,,1156
88385.3853077032,881147.13012034,Ouzinkie,Jan,2012,,Ouzinkie Native Corporation,Winter,2012/01/15 09:00:00+00,,1056
128947.580591873,1051951.17416714,Seldovia,Jan,2010,4.1,Seldovia Fuel and Lube,Winter,2010/01/15 09:00:00+00,,1371
128947.580591873,1051951.17416714,Seldovia,Jun,2011,5.53,Seldovia Fuel and Lube,Summer,2011/07/15 08:00:00+00,,1271
128947.580591873,1051951.17416714,Seldovia,Jan,2011,4.46,Seldovia Fuel and Lube,Winter,2011/01/15 09:00:00+00,,1171
128947.580591873,1051951.17416714,Seldovia,Jan,2012,5.38,Seldovia Fuel and Lube,Winter,2012/01/15 09:00:00+00,,1071
128947.580591873,1051951.17416714,Seldovia,Jun,2010,4.44,Seldovia Fuel and Lube,Summer,2010/06/15 08:00:00+00,,1471
244851.204268498,1554216.24330167,Healy,Jun,2010,3.28,Fisher Fuel,Summer,2010/06/15 08:00:00+00,,1423
244851.204268498,1554216.24330167,Healy,Jan,2010,3.67,Fisher Fuel,Winter,2010/01/15 09:00:00+00,,1323
244851.204268498,1554216.24330167,Healy,Jun,2011,4.3,Fisher Fuel,Summer,2011/07/15 08:00:00+00,,1223
244851.204268498,1554216.24330167,Healy,Jan,2011,3.69,Fisher Fuel,Winter,2011/01/15 09:00:00+00,,1123
244851.204268498,1554216.24330167,Healy,Jan,2012,4.15,Fisher Fuel,Winter,2012/01/15 09:00:00+00,,1023
95027.5224326542,866747.9369809,Kodiak,Jan,2011,3.46,Petro Marine,Winter,2011/01/15 09:00:00+00,,1136
95027.5224326542,866747.9369809,Kodiak,Jan,2012,4.21,Petro Marine,Winter,2012/01/15 09:00:00+00,,1036
95027.5224326542,866747.9369809,Kodiak,Jun,2010,3.36,Petro Marine,Summer,2010/06/15 08:00:00+00,,1436
95027.5224326542,866747.9369809,Kodiak,Jan,2010,3.24,Petro Marine,Winter,2010/01/15 09:00:00+00,,1336
95027.5224326542,866747.9369809,Kodiak,Jun,2011,4.56,Petro Marine,Summer,2011/07/15 08:00:00+00,,1236
-578884.171153793,1762943.25312878,Brevig Mission,Jun,2010,5.15,Brevig Mission Native Store,Summer,2010/06/15 08:00:00+00,,1402
-578884.171153793,1762943.25312878,Brevig Mission,Jan,2010,5.15,Brevig Mission Native Store,Winter,2010/01/15 09:00:00+00,,1302
-578884.171153793,1762943.25312878,Brevig Mission,Jun,2011,5.24,Brevig Mission Native Store,Summer,2011/07/15 08:00:00+00,,1202
-578884.171153793,1762943.25312878,Brevig Mission,Jan,2011,5.51,Brevig Mission Native Store,Winter,2011/01/15 09:00:00+00,,1102
-578884.171153793,1762943.25312878,Brevig Mission,Jan,2012,5.09,Brevig Mission Native Store,Winter,2012/01/15 09:00:00+00,,1002
-136929.048131091,1645322.79517116,Galena,Jun,2010,5.37,Crowley Marine,Summer,2010/06/15 08:00:00+00,,1416
-136929.048131091,1645322.79517116,Galena,Jan,2010,5.36,Crowley Marine,Winter,2010/01/15 09:00:00+00,,1316
-136929.048131091,1645322.79517116,Galena,Jun,2011,5.5,Crowley Marine,Summer,2011/07/15 08:00:00+00,,1216
-136929.048131091,1645322.79517116,Galena,Jan,2011,5.53,Crowley Marine,Winter,2011/01/15 09:00:00+00,,1116
-136929.048131091,1645322.79517116,Galena,Jan,2012,6.15,Crowley Marine,Winter,2012/01/15 09:00:00+00,,1016
-332652.664299918,1562728.30203533,Unalakleet,Jun,2011,5.41,Unalakleet Native Corporation,Summer,2011/07/15 08:00:00+00,,1281
-332652.664299918,1562728.30203533,Unalakleet,Jan,2011,5.41,Unalakleet Native Corporation,Winter,2011/01/15 09:00:00+00,,1181
-332652.664299918,1562728.30203533,Unalakleet,Jan,2012,6.3,Unalakleet Native Corporation,Winter,2012/01/15 09:00:00+00,,1081
-332652.664299918,1562728.30203533,Unalakleet,Jun,2010,4.83,Unalakleet Native Corporation,Summer,2010/06/15 08:00:00+00,,1481
-332652.664299918,1562728.30203533,Unalakleet,Jan,2010,5.07,Unalakleet Native Corporation,Winter,2010/01/15 09:00:00+00,,1381
-101341.337283207,2367854.79997794,Utqiagvik,Jun,2010,4.75,Eskimos Inc.,Summer,2010/06/15 08:00:00+00,,1484
-101341.337283207,2367854.79997794,Utqiagvik,Jan,2010,4.25,Eskimos Inc.,Winter,2010/01/15 09:00:00+00,,1384
-101341.337283207,2367854.79997794,Utqiagvik,Jun,2011,4.46,Eskimos Inc.,Summer,2011/07/15 08:00:00+00,,1284
-101341.337283207,2367854.79997794,Utqiagvik,Jan,2011,4.25,Eskimos Inc.,Winter,2011/01/15 09:00:00+00,,1184
-101341.337283207,2367854.79997794,Utqiagvik,Jan,2012,5.75,Eskimos Inc.,Winter,2012/01/15 09:00:00+00,,1084
409518.872278663,1262298.70131742,Valdez,Jun,2010,3.8,North Pacific,Summer,2010/06/15 08:00:00+00,,1485
409518.872278663,1262298.70131742,Valdez,Jan,2010,3.55,North Pacific,Winter,2010/01/15 09:00:00+00,,1385
409518.872278663,1262298.70131742,Valdez,Jun,2011,4.26,North Pacific,Summer,2011/07/15 08:00:00+00,,1285
409518.872278663,1262298.70131742,Valdez,Jan,2011,3.37,North Pacific,Winter,2011/01/15 09:00:00+00,,1185
409518.872278663,1262298.70131742,Valdez,Jan,2012,4.62,North Pacific,Winter,2012/01/15 09:00:00+00,,1085
354055.304168875,2041227.33626006,Arctic Village,Feb,2009,9,Arctic Village Traditional Council,Winter,2009/02/15 09:00:00+00,,1497
354055.304168875,2041227.33626006,Arctic Village,Jun,2010,10,Arctic Village Traditional Council,Summer,2010/06/15 08:00:00+00,,1397
354055.304168875,2041227.33626006,Arctic Village,Jan,2010,10,Arctic Village Traditional Council,Winter,2010/01/15 09:00:00+00,,1297
354055.304168875,2041227.33626006,Arctic Village,Jun,2011,10,Arctic Village Traditional Council,Summer,2011/07/15 08:00:00+00,,1197
354055.304168875,2041227.33626006,Arctic Village,Jan,2011,10,Arctic Village Traditional Council,Winter,2011/01/15 09:00:00+00,,1097
-70886.7990080763,1642768.92037799,Ruby,Jan,2010,4.6,Dineega Fuel Company,Winter,2010/01/15 09:00:00+00,,1364
-70886.7990080763,1642768.92037799,Ruby,Jun,2011,5.3,Dineega Fuel Company,Summer,2011/07/15 08:00:00+00,,1264
-70886.7990080763,1642768.92037799,Ruby,Jan,2011,4.75,Dineega Fuel Company,Winter,2011/01/15 09:00:00+00,,1164
-70886.7990080763,1642768.92037799,Ruby,Jan,2012,5.9,Dineega Fuel Company,Winter,2012/01/15 09:00:00+00,,1064
-70886.7990080763,1642768.92037799,Ruby,Jun,2010,4.6,Dineega Fuel Company,Summer,2010/06/15 08:00:00+00,,1464
-110126.419518891,1751240.80768989,Huslia,Jan,2011,5,Huslia Gas and Oil,Winter,2011/01/15 09:00:00+00,,1129
-110126.419518891,1751240.80768989,Huslia,Jan,2012,5,Huslia Gas and Oil,Winter,2012/01/15 09:00:00+00,,1029
-110126.419518891,1751240.80768989,Huslia,Jun,2010,5,Huslia Gas and Oil,Summer,2010/06/15 08:00:00+00,,1429
-110126.419518891,1751240.80768989,Huslia,Jan,2010,5,Huslia Gas and Oil,Winter,2010/01/15 09:00:00+00,,1329
-110126.419518891,1751240.80768989,Huslia,Jun,2011,6.5,Huslia Gas and Oil,Summer,2011/07/15 08:00:00+00,,1229
1326319.36788725,846815.094827237,Thorne Bay,Jun,2010,3.81,Bayview,Summer,2010/06/15 08:00:00+00,,1477
1326319.36788725,846815.094827237,Thorne Bay,Jan,2010,3.54,Bayview,Winter,2010/01/15 09:00:00+00,,1377
1326319.36788725,846815.094827237,Thorne Bay,Jun,2011,4.57,Bayview,Summer,2011/07/15 08:00:00+00,,1277
1326319.36788725,846815.094827237,Thorne Bay,Jan,2011,3.92,Bayview,Winter,2011/01/15 09:00:00+00,,1177
1326319.36788725,846815.094827237,Thorne Bay,Jan,2012,4.53,Bayview,Winter,2012/01/15 09:00:00+00,,1077
-422939.120937902,1348502.57937497,Marshall,Jun,2011,6.38,Maserculiq Inc.,Summer,2011/07/15 08:00:00+00,,1243
-422939.120937902,1348502.57937497,Marshall,Jan,2011,6.13,Maserculiq Inc.,Winter,2011/01/15 09:00:00+00,,1143
-422939.120937902,1348502.57937497,Marshall,Jan,2012,6.87,Maserculiq Inc.,Winter,2012/01/15 09:00:00+00,,1043
-422939.120937902,1348502.57937497,Marshall,Jun,2010,5.25,Maserculiq Inc.,Summer,2010/06/15 08:00:00+00,,1443
-422939.120937902,1348502.57937497,Marshall,Jan,2010,5.46,Maserculiq Inc.,Winter,2010/01/15 09:00:00+00,,1343
-645492.756304416,1807658.53281773,Wales,Jun,2010,7.73,Wales Native Store,Summer,2010/06/15 08:00:00+00,,1487
-645492.756304416,1807658.53281773,Wales,Jan,2010,7.75,Wales Native Store,Winter,2010/01/15 09:00:00+00,,1387
-645492.756304416,1807658.53281773,Wales,Jun,2011,7.73,Wales Native Store,Summer,2011/07/15 08:00:00+00,,1287
-645492.756304416,1807658.53281773,Wales,Jan,2011,7.73,Wales Native Store,Winter,2011/01/15 09:00:00+00,,1187
-645492.756304416,1807658.53281773,Wales,Jan,2012,7.5,Wales Native Store,Winter,2012/01/15 09:00:00+00,,1087
439627.705608474,1376652.70899664,Glennallen,Jun,2010,3.69,Crowley Fuel,Summer,2010/06/15 08:00:00+00,,1418
439627.705608474,1376652.70899664,Glennallen,Jan,2010,3.67,Service Oil and Gas,Winter,2010/01/15 09:00:00+00,,1318
439627.705608474,1376652.70899664,Glennallen,Jun,2011,4.33,Service Oil and Gas,Summer,2011/07/15 08:00:00+00,,1218
439627.705608474,1376652.70899664,Glennallen,Jan,2011,3.8,Service Oil and Gas,Winter,2011/01/15 09:00:00+00,,1118
439627.705608474,1376652.70899664,Glennallen,Jan,2012,4.18,Service Oil and Gas,Winter,2012/01/15 09:00:00+00,,1018
115434.355028723,2251263.44261842,Nuiqsut,Jan,2010,4.95,Kuukpik Corporation,Winter,2010/01/15 09:00:00+00,,1352
115434.355028723,2251263.44261842,Nuiqsut,Jun,2011,5,Kuukpik Corporation,Summer,2011/07/15 08:00:00+00,,1252
115434.355028723,2251263.44261842,Nuiqsut,Jan,2011,5,Kuukpik Corporation,Winter,2011/01/15 09:00:00+00,,1152
115434.355028723,2251263.44261842,Nuiqsut,Jan,2012,5,Kuukpik Corporation,Winter,2012/01/15 09:00:00+00,,1052
115434.355028723,2251263.44261842,Nuiqsut,Jun,2010,4.65,Kuukpik Corporation,Summer,2010/06/15 08:00:00+00,,1452
331739.412198896,1134592.127647,Chenega,Jan,2012,6.76,Chenega Bay Utility,Winter,2012/01/15 09:00:00+00,,1003
331739.412198896,1134592.127647,Chenega,Jun,2010,5.76,Chenega Bay Utility,Summer,2010/06/15 08:00:00+00,,1403
331739.412198896,1134592.127647,Chenega,Jan,2010,6,Chenega Bay Utility,Winter,2010/01/15 09:00:00+00,,1303
331739.412198896,1134592.127647,Chenega,Jun,2011,7.07,Chenega Bay Utility,Summer,2011/07/15 08:00:00+00,,1203
331739.412198896,1134592.127647,Chenega,Jan,2011,6.56,Chenega Bay Utility,Winter,2011/01/15 09:00:00+00,,1103
234989.287041507,1630972.24399515,Nenana,Jan,2011,3.84,Nenana Heating,Winter,2011/01/15 09:00:00+00,,1148
234989.287041507,1630972.24399515,Nenana,Jan,2012,4.18,Nenana Heating,Winter,2012/01/15 09:00:00+00,,1048
234989.287041507,1630972.24399515,Nenana,Jun,2010,3.71,Nenana Heating,Summer,2010/06/15 08:00:00+00,,1448
234989.287041507,1630972.24399515,Nenana,Jan,2010,3.62,Nenana Heating,Winter,2010/01/15 09:00:00+00,,1348
234989.287041507,1630972.24399515,Nenana,Jun,2011,4.63,Nenana Heating,Summer,2011/07/15 08:00:00+00,,1248
402016.95373835,1589787.53174982,Delta Junction,Jan,2012,3.92,Buffalo Service,Winter,2012/01/15 09:00:00+00,,1011
402016.95373835,1589787.53174982,Delta Junction,Jun,2010,3.57,Delta Fuel Company,Summer,2010/06/15 08:00:00+00,,1411
402016.95373835,1589787.53174982,Delta Junction,Jan,2010,3.62,Delta Fuel Company,Winter,2010/01/15 09:00:00+00,,1311
402016.95373835,1589787.53174982,Delta Junction,Jun,2011,4.19,Delta Fuel Company,Summer,2011/07/15 08:00:00+00,,1211
402016.95373835,1589787.53174982,Delta Junction,Jan,2011,3.67,Delta Gas,Winter,2011/01/15 09:00:00+00,,1111
-377013.715648148,1906544.48611949,Kotzebue,Jun,2010,4.88,Crowley Fuel,Summer,2010/06/15 08:00:00+00,,1439
-377013.715648148,1906544.48611949,Kotzebue,Jan,2010,5.18,Crowley Fuel,Winter,2010/01/15 09:00:00+00,,1339
-377013.715648148,1906544.48611949,Kotzebue,Jun,2011,5.37,Crowley Fuel,Summer,2011/07/15 08:00:00+00,,1239
-377013.715648148,1906544.48611949,Kotzebue,Jan,2011,5.37,Crowley Fuel,Winter,2011/01/15 09:00:00+00,,1139
-377013.715648148,1906544.48611949,Kotzebue,Jan,2012,5.97,Crowley Fuel,Winter,2012/01/15 09:00:00+00,,1039
1306628.34428561,932518.315928681,Wrangell,Jun,2010,4.12,Fennimore's Service,Summer,2010/06/15 08:00:00+00,,1489
1306628.34428561,932518.315928681,Wrangell,Jan,2010,3.52,Wrangell Oil,Winter,2010/01/15 09:00:00+00,,1389
1306628.34428561,932518.315928681,Wrangell,Jun,2011,4.76,Wrangell Oil,Summer,2011/07/15 08:00:00+00,,1289
1306628.34428561,932518.315928681,Wrangell,Jan,2011,4.33,Wrangell Oil,Winter,2011/01/15 09:00:00+00,,1189
1306628.34428561,932518.315928681,Wrangell,Jan,2012,4.26,Wrangell Oil,Winter,2012/01/15 09:00:00+00,,1089
-766479.910475392,525927.743350198,Akutan,Jan,2011,3.95,City of Akutan,Winter,2011/01/15 09:00:00+00,,1091
-766479.910475392,525927.743350198,Akutan,Feb,2009,4.4,City of Akutan,Winter,2009/02/15 09:00:00+00,,1491
-766479.910475392,525927.743350198,Akutan,Jun,2010,3.48,City of Akutan,Summer,2010/06/15 08:00:00+00,,1391
-766479.910475392,525927.743350198,Akutan,Jan,2010,3.5,City of Akutan,Winter,2010/01/15 09:00:00+00,,1291
-766479.910475392,525927.743350198,Akutan,Jun,2011,4.45,City of Akutan,Summer,2011/07/15 08:00:00+00,,1191
-42350.9527616402,1049908.85482454,Kokhanok,Jun,2010,7.25,Kokhanok Tribal Council,Summer,2010/06/15 08:00:00+00,,1437
-42350.9527616402,1049908.85482454,Kokhanok,Jan,2010,6.75,Kokhanok Tribal Council,Winter,2010/01/15 09:00:00+00,,1337
-42350.9527616402,1049908.85482454,Kokhanok,Jun,2011,8,Kokhanok Tribal Council,Summer,2011/07/15 08:00:00+00,,1237
-42350.9527616402,1049908.85482454,Kokhanok,Jan,2011,7.25,Kokhanok Tribal Council,Winter,2011/01/15 09:00:00+00,,1137
-42350.9527616402,1049908.85482454,Kokhanok,Jan,2012,8,Kokhanok Tribal Council,Winter,2012/01/15 09:00:00+00,,1037
453138.587430948,1797102.49217214,Circle,Jun,2010,4.6,HC Company Store,Summer,2010/06/15 08:00:00+00,,1406
453138.587430948,1797102.49217214,Circle,Jan,2010,4.15,HC Company Store,Winter,2010/01/15 09:00:00+00,,1306
453138.587430948,1797102.49217214,Circle,Jun,2011,5.25,HC Company Store,Summer,2011/07/15 08:00:00+00,,1206
453138.587430948,1797102.49217214,Circle,Jan,2012,4.99,HC Company Store,Winter,2012/01/15 09:00:00+00,,1006
453138.587430948,1797102.49217214,Circle,Jan,2011,4.7,HC Company Store,Winter,2011/01/15 09:00:00+00,,1106
-420708.278583235,1225426.14136511,Bethel,Jun,2010,5.16,Crowley Fuel,Summer,2010/06/15 08:00:00+00,,1401
-420708.278583235,1225426.14136511,Bethel,Jan,2010,5.03,Crowley Fuel,Winter,2010/01/15 09:00:00+00,,1301
-420708.278583235,1225426.14136511,Bethel,Jun,2011,5.9,Crowley Fuel,Summer,2011/07/15 08:00:00+00,,1201
-420708.278583235,1225426.14136511,Bethel,Jan,2011,5.34,Crowley Fuel,Winter,2011/01/15 09:00:00+00,,1101
-420708.278583235,1225426.14136511,Bethel,Jan,2012,6.02,Crowley Fuel,Winter,2012/01/15 09:00:00+00,,1001
-228052.174361995,1604048.17941984,Kaltag,Jan,2010,4.75,Kaltag Cooperative,Winter,2010/01/15 09:00:00+00,,1333
-228052.174361995,1604048.17941984,Kaltag,Jun,2011,6,Kaltag Cooperative,Summer,2011/07/15 08:00:00+00,,1233
-228052.174361995,1604048.17941984,Kaltag,Jan,2011,5,Kaltag Cooperative,Winter,2011/01/15 09:00:00+00,,1133
-228052.174361995,1604048.17941984,Kaltag,Jan,2012,6,Kaltag Cooperative,Winter,2012/01/15 09:00:00+00,,1033
-228052.174361995,1604048.17941984,Kaltag,Jun,2010,5,Kaltag Cooperative,Summer,2010/06/15 08:00:00+00,,1433
-541048.640165177,1860130.42371255,Shishmaref,Jan,2012,6.99,Shishmaref Native Store,Winter,2012/01/15 09:00:00+00,,1072
-541048.640165177,1860130.42371255,Shishmaref,Jun,2010,5.5,Shishmaref Native Store,Summer,2010/06/15 08:00:00+00,,1472
-541048.640165177,1860130.42371255,Shishmaref,Jan,2010,5.61,Shishmaref Native Store,Winter,2010/01/15 09:00:00+00,,1372
-541048.640165177,1860130.42371255,Shishmaref,Jun,2011,5.87,Shishmaref Native Store,Summer,2011/07/15 08:00:00+00,,1272
-541048.640165177,1860130.42371255,Shishmaref,Jan,2011,5.93,Shishmaref Native Store,Winter,2011/01/15 09:00:00+00,,1172
-364120.520402744,1024741.77608156,Togiak,Jun,2010,5.21,Togiak Natives Limited,Summer,2010/06/15 08:00:00+00,,1478
